templateId,name,type,eventGuid,desc,parameters,score,node
327,莫问前后,SpecialEvent,c8c22efb-45d9-43aa-a5d2-0205d7d67d07,于{0}遇见一只脖间系着锦囊的小鹿，它似是为传书信而来……,Location,3,False
328,玄鸮之乐,SpecialEvent,e263db09-a1bf-4c67-9523-68120b08a2d9,玄鸮与白鹿长居太吾村中，每日优哉游哉，步月寻溪……,,3,False
329,白鹿之乐,SpecialEvent,0bfac0cb-d58e-4407-be7c-c9ebe6a2a6f4,玄鸮与白鹿长居太吾村中，每日优哉游哉，步月寻溪……,,3,False
330,回首故村,NormalEvent,770e03ff-41d1-4cf2-b708-b51139e8ebb7,玄鸮与白鹿长居太吾村中，每日优哉游哉，步月寻溪……,,3,False
331,天灾降临,SpecialEvent,b70eadf1-eb09-495c-a79a-87afdf0afe3e,赤明岛近日频发奇异天灾，伏龙坛上下皆道是天降祥瑞，为请真龙降世，已开始筹备祭龙盛典……,,3,False
332,神秘黑影,SpecialEvent,3d9ad75c-b824-41a9-9a6a-4713f7577aed,伏龙坛中，好似暗藏神秘黑影，不知究竟有何图谋……,,3,False
333,琉璃传信,SpecialEvent,1ead611e-b08e-459d-8080-5d4b7cbaa6e8,琉璃暂居伏龙坛中，似有话欲说，托付大王前来传信……,,3,False
334,伏龙昌盛,SpecialEvent,4f3f231f-8ecd-4a92-95c7-4aa20c45521c,江湖言传，伏龙坛攘除内奸外患，幡然醒悟，从此信仰再无动摇，同德同心，终得昌盛……,,1,False
335,伏龙衰弱,SpecialEvent,57202af8-fe7c-4eb4-a138-597a4885033d,江湖言传，真龙终得降世，却弃伏龙坛腾飞而去，伏龙坛从此心灰意冷，人心混乱，终至落寞……,,1,False
336,追捕罪犯,SpecialEvent,4181db5d-146e-4041-a2b8-a67b51e3c784,{0}被{1}拦住去路，道是奉命前来追捕要犯……,Character|Character|Character,0,False
337,刑期已满,SpecialEvent,045159b3-1dcb-41b1-90cb-e2dc87584fee,关押在{1}的{0}的刑期已满，即将获释……,Character|Settlement,0,False
338,狂徒搜刮,SpecialEvent,8cb7e0f9-b760-4371-a22a-3fcd6511a485,在{0}遭遇伏龙狂徒拦路勒索，称若不交出供奉，便即刻命丧此地！,Location|Character,3,False
339,狂徒搜刮,NormalEvent,5aa1a3db-2ce4-4b2f-89ce-71af8a9d7344,{0}在{1}遭遇伏龙狂徒拦路勒索供奉，身陷困境……,Character|Location|Character,0,False
340,请求庇护,NormalEvent,c260de56-3539-4f31-b483-cfd007694f21,{0}在{1}遭遇伏龙狂徒拦路抢劫，请求{2}代其出手……,Character|Location|Character|Character,0,False
341,齐心救火,NormalEvent,ab430470-0b26-4741-980b-f3e7c6ad9829,赤明岛地区正有野火燎原，周遭百姓陷入绝境，幸得{0}舍身相救……,Character,0,False
342,灾后异相,NormalEvent,ff47d62e-9266-48cd-892f-84c6cfd194f5,赤明岛上，天火终于息止，此日却忽得伏龙坛来信……,,0,False
343,施医赠药,NormalEvent,293b9c34-011f-4a84-b5d4-d98f6ab37b64,{0}在{1}向{2}提议助其调理内息…,Character|Location|Character|Integer,0,False
344,施医赠药,NormalEvent,128ba978-1862-41d5-94e6-88ed537586d8,{0}在{1}向{2}提议助其治病复元…,Character|Location|Character|Integer,0,False
345,村民衣衫,SpecialEvent,eb3b3430-7a82-4c95-b132-b97f03927302,玉尺剪裁工，衣衫巧样缝。太吾村民听闻村中新设{0}席位，于是制得{1}……,OrgGrade|Item,0,False
346,追捕罪犯,SpecialEvent,d742c92c-470a-496c-8b4a-eccddcc8baee,在{2}被{0}拦住去路，称奉命前来追捕{1}！,Character|Character|Location,0,False
347,糊涂传人,SpecialEvent,312200ad-cd01-4017-b72b-5553f53acfa0,{0}行路途中，遇到两小童戏耍打闹……,Character|Location,2,False
348,烟雨湛卢,SpecialEvent,ab6e5243-7190-46d5-b705-2e0b9d5f2928,铸剑山庄内外交困，难以下手，{0}不禁陷入沉思……,Character,2,False
349,青铜开口,SpecialEvent,44e9bb3d-ef56-48e1-964d-f88a5d6b1362,{0}于{1}结识了一名匠人……,Character|Location,2,False
350,回春药堂,SpecialEvent,a7ba8c41-b982-4a94-b38e-f5b5591121ad,{0}于{1}偶遇了一名商会掌柜……,Character|Location,2,False
351,铸剑昌盛,SpecialEvent,ea10b5f6-2949-4f98-b357-29f2138c0e02,江湖言传，铸剑山庄众人为无愧匠心，摒除成见，齐心铸出神兵，终得昌盛……,,1,False
352,铸剑衰落,SpecialEvent,0961ceb0-22a9-4f8d-8fb0-473a5428e807,江湖言传，铸剑山庄众人因执意效仿先祖，耗费资材过甚，终至落寞……,,1,False
353,界青惩戒,SpecialEvent,90d1b5bf-647e-4bf9-95b2-1eb27c839383,因刻有{0}姓名的密令被投入无生渊，在{1}遭到界青杀手的袭击…,Character|Location|Character,0,False
354,追捕身死,SpecialEvent,cf762b69-2903-443a-a81c-35b6795a48c1,{0}在押送{1}返回门派途中死亡…,Character|Character,0,False
355,辟魔御邪,SpecialEvent,0a5307c0-cf82-49d2-939f-decb93bc8e80,太吾村危机当前，{0}只得涉危履险，一力拒守……,Character|Integer,0,False
356,上贡促织,SpecialEvent,bee8d7e8-96a4-425f-a7ae-8849fbd27d73,秋气肃金，一名江湖人士受人所托，前来拜访{0}……,Character,0,False
357,促织入梦,NormalEvent,82c1d4f9-e47c-4c09-8ed8-2fb3c72e30a4,{0}在{1}梦见一只奇异的促织！,Character|Location|Character,0,False
358,诛魔试炼,SpecialEvent,07fcefdf-5ccd-41fb-bac6-7544cc5602e4,{0}行路途中，忽得少林派传来书信一封……,Character,1,False
359,重申信誓,NormalEvent,11b71084-0d5e-4f1b-aec0-e2e2a73ecc78,重申太吾村{2}石碑信誓，{1}遣弟子与{0}相见…,Character|Settlement|Settlement|Integer,0,False
360,收养弃婴,NormalEvent,35dbcaf7-a830-419e-9fea-2b2cf88b8bfb,太吾村民在太吾村外偶遇一弃婴，意欲将其收养至村中……,Character|Character|Integer,0,False
361,神入石牢,SpecialEvent,b854baa1-4de8-4f4d-8916-be69d94935ba,月初辉，星渐稀，{0}不知何故，忽而神思恍惚，如坠梦中……,Character,1,False
362,元山衰落,SpecialEvent,51b5d1fd-1ab8-4470-9e39-abf5e16a99aa,江湖言传，元山一派除魔无道，执念过极，已然忘却初心，终致人心渐失……,,1,False
363,神木凋萎,NormalEvent,45870f83-4919-4241-b15b-a3f6e644ec47,神木凋敝，死灰不燃。位于{0}的神木遭到相枢爪牙毁坏！,Location,0,False
364,遇到爪牙,SpecialEvent,0f499b42-2aba-4987-a60b-a00d5e75b84e,千劫不尽，邪秽将至。{0}在位于{1}的神木树下与邪祟狭路相逢……,Character|Location,5,False
365,冷月孤影,SpecialEvent,7717d608-aff7-4f66-8a89-1442351471bb,月皎风冷冷，罗幌见孤影……,,1,False
366,白鹤寄书,SpecialEvent,3cd8b3be-2d87-404e-961e-ef1853f362ec,翩然云间鹤，飞来锦字笺。这一日，收到一封来自武当的书信……,,1,False
367,武当故人,SpecialEvent,93e54782-ff9f-45a8-83b2-3bf34d859189,一别数月，思及故人，遥望武当山上，似见倩影依稀……,,1,False
368,筠儿托梦,NormalEvent,04ca1b04-8e7b-4341-bdda-df1dd0f9b4dd,孤峰玉镜系尘缘，故人重逢在梦中……,,1,False
369,竹鹊传信,SpecialEvent,c75b4df3-37b5-4b5b-84a5-17a4a4629cdb,竹鹊传信引机巧，似有玄机暗中藏……,,1,False
370,小童观戏,SpecialEvent,c4885f82-4587-4722-a3c6-a64740a076e3,前面街口处热闹非凡，似有一出戏目正在上演……,,1,False
371,思望苗疆,SpecialEvent,43b9b8d0-a26d-4b15-857e-427f38090b60,春雨桑柘绿，秋风粳稻香。正值金秋时节，苒心毒南望故里，不由思乡心切……,,1,False
372,鼓音传蛊,SpecialEvent,3bfad54d-33d0-4bb8-912e-ce55b9ae2c37,鼓声彭彭，乱人心曲，不知自何处传来……,,1,False
373,鼓蛊赠毒,NormalEvent,94a925be-ee96-4238-b299-f1838de50a74,这一日，鼓蛊自幽谷深涧归来，携回珍奇毒物……,,1,False
374,天外世界,SpecialEvent,5e07f19a-8260-4a6d-ae47-b2363ce2a8c4,{0}入一明珏游历三千幻境，遍探山海，饱览奇观，如今终于自镜中归来……,Character,1,False
375,幽风传讯,NormalEvent,8d2eaf39-e803-4e31-b936-88c4d3c0d7a4,前尘未断，今风又起，故人远信，斯事何所……,,1,False
376,幽夜昔别,NormalEvent,66c87f4f-1674-44be-982e-6cb53b11dd6e,幽幽月芒，悠悠阴风，故人所来，将为何事……,,1,False
377,故人无音,NormalEvent,f7738aa4-e6bb-42b9-970f-65f5fa8caa9a,故人已别，了无音讯……,,1,False
378,千里姻缘,NormalEvent,861cf963-dace-4203-abfd-f5b702a179c4,{0}欲成姻缘喜事，却因心存迷惘，特意寄来一封书信……,Character,0,False
379,心毒问鼎,SpecialEvent,8d4fd6c7-9622-41a5-9f6c-8d52d16f077f,休憩于野，修行于心，仍有旧事自相寻……,,1,False
380,旧事重寻,SpecialEvent,80b1d2f3-a0f4-4369-8548-815f90578012,狮相门已有回音，飞狮堂旧部应召而至，愿与太吾传人细说前尘……,,1,False
381,若生来信,SpecialEvent,6f4733ff-5112-4caf-9e75-a713e992edfc,岭路千重，故人信至。这一日，太吾村民捧匣而来，言为故人人所寄……,,1,False
382,三气入梦,SpecialEvent,a1e0cfcd-7bb8-46e0-af45-8f068c37f48a,梦中阵法聚三气，群兽结势为哪般……,,1,False
383,纸鹤传书,NormalEvent,0e12e8d5-595c-4cf7-ad6e-f8db69d5cbb1,这一日天高云阔，却见群鸟中混有一只古怪纸鹤……,,0,False
384,然山邪祟,SpecialEvent,9093d64c-b86d-4d7b-a401-d47423ef40d7,前方凉亭有两位青衣道长相对而谈，却不知为何皆是满面愁容……,,0,False
385,心境深处,SpecialEvent,90d82569-41b6-4e4e-9c89-511d0a663fc5,万象纷纭，终归其一；千般执障，不过心尘。这一日有故人寻来，似是有喜讯相告……,,0,False
386,村人异事,NormalEvent,5f64f539-8f01-4339-9fa5-50ca4b8c12a9,一名村人自远处逃窜而来，神色惶惑，魂不附体……,,1,False
387,夜半惊魂,NormalEvent,1b60bd1f-81e9-4e8c-b071-ea3c39f95841,夜半时分，疑有惊魂鬼影，忽尔乍现……,,1,False
388,元鸡落羽,NormalEvent,d7c301c2-28b5-4193-a757-4134c7308aca,太吾村中，似有急讯传来……,,1,False
389,琉璃制衣,SpecialEvent,c64ef6a1-31d7-4675-a3fa-18fed993a8e9,琉璃缝制羽衣数日，如今似有所成……,,1,False
390,风起故尘,NormalEvent,6bdab49e-effd-4494-8980-75ee3936c9ed,百花谷相寻，所为何事……,,1,False
391,小庙雨宿,NormalEvent,39a8edfe-6da8-48e4-ba2d-6698f79ea1a9,雨欲来，风萧萧，行路之时愈发艰难……,,1,False
392,少林来信,NormalEvent,f20ac1e5-dcc4-4d1a-b1ff-1257e6c4b65b,少林寺中，似有高僧传信而来……,,1,False
393,跃马听香,NormalEvent,4c525bbc-0cda-4fba-a413-ed21e071224a,良辰吉日，同乐共欢，有一“宛渠之民”喜气洋洋而来……,,0,False
394,继承遗赠,NormalEvent,00f15b2f-f022-415c-8bbc-974b62b5c731,{0}于{1}获得来自{2}的遗赠……,Character|Location|Character,0,False
395,金丝化烬,SpecialEvent,b376ad01-17c0-4b86-88f9-65bda8a59dd6,这一日，不知何故，{0}怀中锦囊忽生异动……,Character,1,False
396,仙公寻仙,NormalEvent,8ab5fa85-a29f-40a9-ba5d-1222b833517b,月落星沉，夜阑风静，{0}诸事萦怀，不觉沉沉睡去，长梦之中，依稀望见徐仙公身影……,Character,0,False
397,神火黑焰,NormalEvent,7500e798-17fa-4c8d-a659-ee38aed40e85,月落星沉，夜阑风静，{0}诸事萦怀，不觉沉沉睡去，长梦之中，依稀望见两道相仿的身影……,Character,0,False
398,无绡遗魄,NormalEvent,57457dd5-1207-4445-8029-1de2c3568dd5,月落星沉，夜阑风静，{0}诸事萦怀，不觉沉沉睡去，长梦之中，依稀望见紫无绡身影……,Character,0,False
399,无绡遗魄,NormalEvent,6ae729e2-2a8e-4cd9-862b-d7f98906556a,月落星沉，夜阑风静，{0}诸事萦怀，不觉沉沉睡去，长梦之中，依稀望见紫无绡身影……,Character,0,False
400,无绡遗魄,NormalEvent,8e85412f-612c-4cf1-afda-0e40127d8095,月落星沉，夜阑风静，{0}诸事萦怀，不觉沉沉睡去，长梦之中，依稀望见紫无绡身影……,Character,0,False
401,三途邪魔,SpecialEvent,2563c817-6487-4887-933d-28a24cbb79af,月残星隐，天地无光，忽闻马蹄声急，一骑如星流而至！,,0,False
402,火途邪魔,SpecialEvent,754cddba-a47e-4d4f-87c7-df3aa1a7db90,永堕三途，万劫不复。在{0}与火途邪魔狭路相逢，遭遇袭击！,Location,0,False
403,血途邪魔,SpecialEvent,64414d03-ca11-44ce-bb54-4d278751c269,永堕三途，万劫不复。在{0}与血途邪魔狭路相逢，遭遇袭击！,Location,0,False
404,刀途邪魔,SpecialEvent,d107f930-c790-4994-8fd7-585c65d91eb9,永堕三途，万劫不复。在{0}与刀途邪魔狭路相逢，遭遇袭击！,Location,0,False
405,仙公遗骸,SpecialEvent,048708bc-d9c0-4d96-a5fb-3a2afb67c4b1,是夜，{0}辗转难眠之际，忽见一道灰影悄然近前……,Character,0,False
406,促织幻形,NormalEvent,75df1f92-1c4d-4657-bb89-94adbc30df59,太吾村蛰室常有灵光明灭不定，夜半隐现人形，村中传言是有{0}幻化为人……,Cricket|ItemKey,0,False
407,虫灵之陨,SpecialEvent,d5a09f17-e854-44e3-a7df-aced32db04b0,{0}已然性命垂危，化作{1}重新回到{2}行囊……,Character|Cricket|Character,0,False
408,七星血光,SpecialEvent,df95ee05-11c7-4833-ba77-ea92d72132a2,破军孤悬，七星血光未息，不知此夜星象，又是何等光景……,,0,False
409,无名秘信,SpecialEvent,e864ce92-956b-48c4-b151-ac3bc9b0ba36,这一日，不知何人留下一封无名秘信……,,0,False
410,摔珠之期,SpecialEvent,00f84f77-6235-446b-b487-a8a65e5e1ebe,昔日与万恶约定的摔珠之期已至，是否依约碎珠，终须有所决断……,,0,False
411,界青故人,SpecialEvent,1b4fc7cd-014f-4733-8bc0-1fa450fe9dcd,自界青崖下一别，已是数日，不知玉蝉的伤势如今可有好转……,,0,False
412,界青杀机,SpecialEvent,41eb899b-95fb-4762-a248-9981681e0019,身负死令，界青杀手果然循踪而来……,,0,False
413,宛渠赠礼,NormalEvent,1ae5ffc2-f43e-48da-961e-f1dd4a5359bb,晨雾未散，有一“宛渠之民”满怀歉意而来……,,0,False
414,宛渠赠礼,NormalEvent,b168ba4c-748b-42b4-a570-7a9324872d53,云散雾消，明月入怀，有一“宛渠之民”面带憧憬而来……,,0,False
415,新衣贺春,NormalEvent,d7d21946-5459-4b85-9656-c950d337838a,良辰吉日，同乐共欢，有一“宛渠之民”喜气洋洋而来……,,0,False
416,碧霄蛇影,NormalEvent,ca46b04a-3067-46ad-a547-de3191a5babf,良辰吉日，同乐共欢，有一“宛渠之民”喜气洋洋而来……,,0,False
417,老僧探访,SpecialEvent,783afcfd-6537-4b40-b1ac-bab48ec78fd3,此日，只见室述辅忧心忡忡，忽尔来访……,,0,False
418,初见铁盘,SpecialEvent,fcc0b529-a066-405a-ae37-427fd1347080,此日行路途中，忽见一名太吾村人，匆匆赶来……,,0,False
419,初遇魔血,SpecialEvent,d6df742c-4c41-41a7-b81f-a5b2cd314578,{0}睡梦之中，似见血迹蜿蜒，流经玄石………,Character,0,False
420,欲念侵心,NormalEvent,71221a46-347b-4ab3-b676-e733552cbd88,{0}独坐空帷，不觉绮念丛生，拂之难去，欲断还连………,Character,0,False
421,魔血异动,NormalEvent,b38ab968-0d95-43d1-9d47-a2723ec41d85,血光明灭，低语幽然，伏虞剑柄似有异动！,,0,False
422,剑斗之邀,NormalEvent,cfa70d54-9665-44ed-9808-6ea0f76b0c78,大岳瑶常寻来，欲要比斗一番……,,0,False
423,龙吟神髓,NormalEvent,6a66f37e-d5d2-4360-88a9-65ddc5919504,卫起若有所思，身中龙魂不断显现……,,0,False
424,雪落空寂,NormalEvent,6c16d7ef-ff41-40ab-a550-5bc3c6800dd0,入冬以来，九寒始终独自雕琢雪像，对其余事情充耳不闻……,,0,False
425,金戈铁军,NormalEvent,c5ba4903-f2d7-4a2c-81ee-29c9b407fe04,血枫自称重组铁军，邀太吾传人前去一观……,,0,False
426,繁花蜃景,NormalEvent,4af50620-2da9-4c15-a5ba-2160930aea53,异火飘摇，桃花纷落，似有白狐在林中游窜……,,0,False
427,痴念建木,NormalEvent,727cb2c7-6813-439d-a728-91fce80ff801,以向木然呆坐，凝然不动，不知在痴想什么……,,0,False
428,春酒醉人,NormalEvent,28ac040c-51ac-4639-b4c8-9611d8a13ee7,金凰儿手捧美酒，轻舞欢歌，欲邀人共饮……,,0,False
429,雨后绮梦,NormalEvent,508bc995-cc29-44df-87ab-9711101349cc,暴雨倾落，昏然欲睡，似有绮梦邀人入眠……,,0,False
430,灵鸟宿缘,NormalEvent,db533aed-31fa-4691-bf35-90dbd05bbcb4,灵鸟啼鸣，如泣如诉，似有宿缘未了，只待重逢……,,0,False
431,仙猿传闻,NormalEvent,073072d7-9878-455a-81dd-65f3ed9cd824,峨眉山间，似有奇闻异事悄然流传……,,0,False
432,修行之果,SpecialEvent,ca72de3b-cceb-4b5f-8064-837d6aacc83f,小白猿修行尚未有成，峨眉山间，却忽生异事……,,0,False
433,修得人身,SpecialEvent,c76232f6-91c0-4426-a480-c57ffbc4af8c,得{0}一番点拨，小白猿修行日久，终有所成……,Character,0,False
434,春宵一刻,NormalEvent,193e8c2e-1c08-420d-9dd0-9a09a0eee1d3,春宵一刻值千金，花有清香月有阴……,Character|Location|Integer,0,False
435,莫女寸心,SpecialEvent,95fad450-18b0-418d-a4fc-7c2af954d8f1,{0}心结已解，其剑柄隐隐泛光，剑柄中功法已然精深……,Character,0,False
436,莫女入潭,SpecialEvent,d9f9c493-525a-4b2a-9043-e829c81f6351,{0}劫数难消，其剑柄微微震颤，剑柄中功法已然凝炼……,Character,0,False
437,伏邪斩恶,SpecialEvent,25e21fa8-6532-4258-9b15-2581780458bd,{0}心结已解，其剑柄隐隐泛光，剑柄中功法已然精深……,Character,0,False
438,伏邪舍断,SpecialEvent,37a4dd4e-67ff-49f5-80b6-4f6247987fc2,{0}劫数难消，其剑柄微微震颤，剑柄中功法已然凝炼……,Character,0,False
439,大玄凝洪,SpecialEvent,dfb910b3-1347-4e45-8c1f-71ca28eec09e,{0}心结已解，其剑柄隐隐泛光，剑柄中功法已然精深……,Character,0,False
440,大玄诉亡,SpecialEvent,2d0241a2-b83b-4e1e-973c-d3b3c4d1b80b,{0}劫数难消，其剑柄微微震颤，剑柄中功法已然凝炼……,Character,0,False
441,凤凰贺世,SpecialEvent,e5b1dc59-ef7e-4021-8f72-04529a849353,{0}心结已解，其剑柄隐隐泛光，剑柄中功法已然精深……,Character,0,False
442,凤凰破空,SpecialEvent,3f444e89-54fe-4ac3-8577-8d562a331705,{0}劫数难消，其剑柄微微震颤，剑柄中功法已然凝炼……,Character,0,False
443,焚神归狐,SpecialEvent,11c47cfa-8151-40ec-8c60-917606fa4a9c,{0}心结已解，其剑柄隐隐泛光，剑柄中功法已然精深……,Character,0,False
444,焚神残恸,SpecialEvent,7e70da16-5ae1-4b89-8494-ece8592a1b68,{0}劫数难消，其剑柄微微震颤，剑柄中功法已然凝炼……,Character,0,False
445,解龙舍命,SpecialEvent,0cf97222-9913-4490-8d78-cd8090d67f0b,{0}心结已解，其剑柄隐隐泛光，剑柄中功法已然精深……,Character,0,False
446,解龙舍身,SpecialEvent,ccaf504d-882a-4b65-9ed7-fcbe9d6456cd,{0}劫数难消，其剑柄微微震颤，剑柄中功法已然凝炼……,Character,0,False
447,溶尘无剑,SpecialEvent,32189e35-bf0f-4718-bfe6-7f387569e2ae,{0}心结已解，其剑柄隐隐泛光，剑柄中功法已然精深……,Character,0,False
448,溶尘无心,SpecialEvent,01b3ddda-e0b2-4c8b-948c-4507229a262a,{0}劫数难消，其剑柄微微震颤，剑柄中功法已然凝炼……,Character,0,False
449,六合囚魔,SpecialEvent,21e983e7-af72-4789-880a-d86dca16af37,{0}心结已解，其剑柄隐隐泛光，剑柄中功法已然精深……,Character,0,False
450,囚魔无赦,SpecialEvent,089f691e-34cb-4db2-be56-a63c5b4a5558,{0}劫数难消，其剑柄微微震颤，剑柄中功法已然凝炼……,Character,0,False
451,昆仑神霞,SpecialEvent,42359edc-a013-4aaf-a7a6-35ce09b60ed5,{0}心结已解，其剑柄隐隐泛光，剑柄中功法已然精深……,Character,0,False
452,魔瞳神霞,SpecialEvent,6fd1914c-99b2-423a-baeb-199c4f9a18ef,{0}劫数难消，其剑柄微微震颤，剑柄中功法已然凝炼……,Character,0,False
453,化身传讯,SpecialEvent,71768bfe-630c-4d89-a59a-9d1fba5b2483,这一日，神剑剑柄震动，似是一位紫竹化身遥遥传讯而至……,Character|Character,0,False
454,剑光捷报,SpecialEvent,add6a761-09b0-42dc-9418-46e485c902f9,这一日，忽见天边一道剑光破空而来……,Character|Character,0,False
455,故人传讯,SpecialEvent,181f83fa-9290-4488-8f8f-42970b29de20,这一日，忽见一位江湖隐士飞身而来……,Character|Character,0,False
456,故人捷报,SpecialEvent,2c493f32-894b-42ab-a8f3-d29968998c0c,这一日，七元铁盘隐隐发烫，似有故人遥遥传讯而至……,Character|Character,0,False
457,无念传讯,SpecialEvent,92f24cba-207e-4404-a35b-7282ac216841,这一日，一位无念众暗中传讯而至……,Character,0,False
458,心念捷报,SpecialEvent,35f2cd40-dc81-42fe-97a7-4ed5dc986fb0,这一日，忽见一位心念化身迎上前来……,Character,0,False
459,剑柄异动,SpecialEvent,,降服邪仙之事渐有眉目，这一日，伏虞剑柄又一阵躁动……,,0,False
460,月濯紫尘,SpecialEvent,ee1b6934-e487-425f-a48a-aee8beccb7ad,邪仙尚未尽除，如此深夜时分，徐仙公急急相寻，所为何事？,,0,False
461,子夜生变,SpecialEvent,417802c9-3f5c-42a2-b6be-80b90315f0c4,夜半子时，天地昏蒙，一阵嘈杂之声却骤然响起……,,0,False
462,异火焚天,SpecialEvent,bc629427-0ddc-41b4-a514-4051a1c229bb,万籁俱寂，阴云蔽月，忽而一道异火冲天而起，撕开沉沉夜幕……,,0,False
463,青焰异动,NormalEvent,d9ad221e-007e-455b-8cbd-6815f3ee1ef8,繁星盈野，月隐于穹。忽闻道旁窸窣之声，似有故人披星而来……,,0,False
464,星运入世,SpecialEvent,6220450f-8422-4ed9-8429-670f16a8af5b,暮色四合，星子渐明。数日不见，玉蝉已似与往日不同……,,0,False
465,剑冢异动,SpecialEvent,45e14fc7-a3a4-4047-83b7-4539a0447efc,剑冢{0}所在之处异变丛生，似有可怖之物已破冢而出！,SwordTomb,0,False
466,风波乍起,SpecialEvent,b7cf3cd2-8974-4656-b198-d972e0071c61,行路途中，一名峨眉弟子行迹匆匆，径直迎面而来……,,10,False
467,峨眉山月,SpecialEvent,5989ddc3-b90f-4424-84e7-f429bd36bbe6,峨峨峻岭，峰衔新月，此夜峨眉山中，却有几分不同寻常……,,10,False
468,掌门密信,SpecialEvent,834e5c91-0a63-407e-ad3b-10a985e2ecb0,峨眉派中，忽而传来一封密信……,,5,False
469,峨眉急信,SpecialEvent,91ee8490-d829-4b6f-b0cb-5e50f04b26a8,峨眉派中，忽而传来一封急信……,,5,False
470,白猿送果,SpecialEvent,4ff86c7a-e226-4281-8258-998cd6f0caf7,白猿幽居山林，心中仍然挂念{0}……,Character,3,False
471,峨眉之谢,SpecialEvent,86572435-f138-42c7-a272-605a18525340,此日，忽有一名峨眉弟子寻来，欲要称谢……,,3,False
472,江湖行客,SpecialEvent,cc935baf-42ff-4c6f-b020-404b0aa8a218,峨眉事了，风波既平，各路前来相助的江湖侠客纷纷前来辞别……,,0,False
473,怨恨横生,NormalEvent,dfcecb89-dd6d-436d-92fb-e3bbf861e6d8,{1}在{2}受邪仙赤鸿子蛊惑，竟无端对{0}心生怨恨……,Character|Character|Location,0,False
474,护法袭击,SpecialEvent,3f58831b-c7c0-4bae-a80f-f7ab0cf987b6,受邪仙破烬上人驱使，化作魔天护法的{1}忽向途径近旁的{0}暴起发难……,Character|Character,0,False
475,无明杀机,SpecialEvent,6b45b3f7-818b-435d-b63e-853c213f7a64,妄动无明，杀心顿生。因邪仙八九剑隐作祟，{1}心中唯余杀念，向途经近旁的{0}袭来！,Character|Character,0,False
476,痴念横生,NormalEvent,794d7193-fdc0-4477-9135-07fe9ae766f3,{1}在{2}受邪仙真丹圣女的蛊惑，竟无端对{0}心生爱慕痴缠之念……,Character|Character|Location,0,False
477,青山依旧,NormalEvent,d6f71a46-b457-4df2-876c-fd112fe07bd0,雨霁云开，青山依旧，有一“宛渠之民”满怀感激而来……,,0,False
478,八载同舟,NormalEvent,7f9147c3-ea22-400b-b623-b97a3c165d70,八载同舟，劫波共渡，有一“宛渠之民”满怀感激而来……,,0,False
479,尸魔袭击,SpecialEvent,ae435dbf-e7d5-42fa-86b1-482237da54db,因邪仙活骨师作祟，坟冢中钻出的的尸魔向途径近旁的{0}袭来！,Character|Character,0,False
